Name,Email,Age,Gender,Location,Item purchased,Purchased date,Category,Quantity,Price,Last purchase,Frequency of purchase,Preferred Brands,Discount sensitivity,Browsing history,Ratings
Kenneth Harris,mark60@example.org,69,Male,North Chelsea,Fishing Rod,26-05-2024,Sports & Outdoors,2,77.05,02-07-2023,6,Abu Garcia,High,"['Health & Wellness', 'Groceries', 'Toys', 'Health & Wellness']",2
Michelle Martinez,craignatalie@example.com,19,Female,New Olivia,Shoes,16-01-2024,Clothing,5,292.4,10-03-2023,1,Nike,Low,"['Sports & Outdoors', 'Home Improvement', 'Electronics', 'Furniture']",3
Cheryl Scott,debraharrison@example.com,30,Female,West Reneeland,Paint,14-05-2024,Home Improvement,2,86.04,02-02-2024,10,Rust-Oleum,Medium,"['Groceries', 'Groceries', 'Clothing', 'Sports & Outdoors', 'Groceries']",3
Andrew Scott,gbarber@example.org,60,Female,Cooperborough,Shirt,28-07-2024,Clothing,1,161.42,10-03-2024,20,Hanes,High,"['Home Improvement', 'Toys', 'Toys', 'Groceries', 'Groceries']",2
Darrell Walton,kim32@example.org,19,Female,Michaelbury,Drill,29-05-2024,Home Improvement,2,38.88,17-04-2024,9,Bosch,High,['Toys'],5
Rachel Harris,icamacho@example.org,52,Male,Stephenmouth,Chair,02-02-2024,Furniture,2,197.92,27-06-2023,1,Mainstays,High,"['Health & Wellness', 'Beauty', 'Health & Wellness', 'Home Improvement']",4
Samuel Wells,donald94@example.com,65,Other,West Sandra,Car,09-02-2024,Toys,3,426.27,11-02-2023,9,Matchbox,Low,['Sports & Outdoors'],2
Diana Banks,wilsonshane@example.com,19,Other,Stacyport,Supplements,12-02-2024,Health & Wellness,3,438,27-12-2023,5,Garden of Life,Low,['Sports & Outdoors'],2
Hannah Smith,guzmanderrick@example.net,65,Male,Terryton,Jeans,28-04-2024,Clothing,3,486.26,19-03-2024,20,Dickies,Medium,['Furniture'],4
Christopher Fuentes,hramirez@example.com,39,Other,Lake Michele,Lego,05-03-2024,Toys,4,64.17,15-06-2023,5,Lego,Low,"['Health & Wellness', 'Sports & Outdoors', 'Home Improvement', 'Sports & Outdoors']",3
Cody Morrison,lisajefferson@example.net,31,Other,Alexandriahaven,Washer,17-05-2024,Appliances,3,376.76,29-03-2024,11,Samsung,Medium,"['Appliances', 'Furniture', 'Clothing', 'Appliances', 'Home Improvement']",4
Dominique Roth,davidbarrett@example.org,32,Female,New Daniel,Chair,08-04-2024,Furniture,5,110.03,20-02-2024,8,Mainstays,Medium,"['Sports & Outdoors', 'Groceries', 'Toys', 'Toys']",4
Kelly Yates,myersthomas@example.net,56,Female,Port Amyton,Car,01-07-2024,Toys,1,478.34,19-02-2024,1,Disney,High,"['Electronics', 'Groceries', 'Sports & Outdoors']",3
Wayne Meadows,danielgross@example.org,18,Other,Port John,Jeans,05-03-2024,Clothing,3,38.51,23-04-2023,8,Wrangler,High,['Health & Wellness'],4
Dwayne Bridges,rlane@example.com,25,Other,Lake Sara,Drill,01-08-2024,Home Improvement,4,275.46,03-03-2024,10,Bosch,High,"['Toys', 'Appliances', 'Toys']",5
Lisa Kirk,jacquelinehardy@example.net,38,Other,New Rachelview,Supplements,24-04-2024,Health & Wellness,1,337.6,21-03-2024,2,Garden of Life,High,"['Appliances', 'Beauty']",5
Sean Mckee,angelicamoore@example.org,25,Female,Barbaraport,TV,02-03-2024,Electronics,1,43.04,07-08-2023,15,LG,Medium,"['Groceries', 'Home Improvement', 'Home Improvement']",3
James Chen,rnelson@example.org,61,Female,Josephshire,Chair,05-02-2024,Furniture,1,464.79,02-05-2023,4,DHP,Low,"['Health & Wellness', 'Furniture', 'Electronics', 'Furniture', 'Health & Wellness']",5
Jennifer White,matthew43@example.org,49,Other,Mcknightborough,Fragrances,20-01-2024,Beauty,2,412.21,22-08-2023,14,Versace,High,['Furniture'],4
Janet Strickland,christina54@example.org,19,Other,Port Alexandriachester,Doll,03-04-2024,Toys,3,400.28,28-04-2023,16,American Girl,High,['Furniture'],4
Jennifer Pierce,sanchezkaren@example.org,49,Female,Brianshire,Puzzle,12-07-2024,Toys,5,436.82,11-01-2024,1,Buffalo Games,Medium,"['Clothing', 'Electronics', 'Appliances', 'Home Improvement']",3
Adam Wu,floreskelly@example.com,37,Female,Aliciaton,Fishing Rod,28-02-2024,Sports & Outdoors,1,105.52,27-08-2023,20,Abu Garcia,High,['Sports & Outdoors'],1
Jessica Miller,deleonchristine@example.org,59,Male,New Mark,Jacket,15-01-2024,Clothing,5,210.97,16-02-2023,18,Patagonia,Medium,"['Electronics', 'Furniture', 'Beauty', 'Toys', 'Toys']",3
Samuel Newman,kimberly78@example.net,63,Male,Nicoleland,Lawn Mower,02-08-2024,Home Improvement,3,448.73,19-01-2024,6,John Deere,High,['Toys'],4
Megan Weber,sara96@example.com,20,Female,Jaredstad,Sofa,05-07-2024,Furniture,4,8.44,15-10-2023,5,Serta,High,"['Beauty', 'Clothing', 'Health & Wellness']",3
Carol Reyes,hawkinskatie@example.com,40,Other,North Jessica,Bed,21-02-2024,Furniture,4,115.7,23-08-2023,9,Serta,Medium,"['Appliances', 'Electronics']",3
Morgan Bell,anthony57@example.org,28,Male,New Barbaraview,Pain Relief,08-07-2024,Health & Wellness,4,169.38,09-01-2024,4,Bayer,Low,"['Appliances', 'Health & Wellness', 'Electronics', 'Beauty', 'Home Improvement']",4
Brian Mcdowell,jon81@example.net,62,Other,Toddberg,Kayak,28-04-2024,Sports & Outdoors,5,15.76,06-12-2023,5,Pelican,High,"['Beauty', 'Electronics', 'Electronics']",5
Chelsea Morris,medinasean@example.org,29,Male,Wilsonfurt,Kayak,02-05-2024,Sports & Outdoors,3,339.05,12-09-2023,14,Lifetime,Low,['Toys'],4
Carmen Murray,murraynoah@example.org,37,Other,Brownbury,Bed,09-03-2024,Furniture,1,354.01,12-05-2023,13,Better Homes & Gardens,Low,"['Home Improvement', 'Beauty', 'Furniture', 'Groceries']",3
Kathleen Harris DDS,zavila@example.net,30,Female,Murphyfort,Paint,28-07-2024,Home Improvement,3,455.95,17-07-2024,2,Behr,High,['Groceries'],5
Samuel Ramsey,margaretgill@example.com,46,Female,West Scott,Vitamins,07-02-2024,Health & Wellness,2,73.25,31-08-2023,17,Nature Made,Low,"['Groceries', 'Sports & Outdoors', 'Furniture', 'Sports & Outdoors']",3
Sarah Perez,ashley80@example.org,66,Female,Deanland,Doll,31-07-2024,Toys,3,188.4,04-09-2023,5,American Girl,High,"['Groceries', 'Electronics']",2
Olivia Randall,amywaters@example.org,39,Other,Smallshire,Skincare,09-05-2024,Beauty,4,425.53,02-04-2024,5,CeraVe,High,"['Groceries', 'Beauty']",2
Gary Bryant,anne52@example.net,52,Female,New Mark,Table,05-08-2024,Furniture,4,272.02,14-11-2023,17,Mainstays,High,['Beauty'],3
Justin Fritz,ehodges@example.org,49,Other,Ellisville,Shirt,19-04-2024,Clothing,4,167.39,28-09-2023,20,Hanes,High,"['Clothing', 'Appliances', 'Appliances', 'Sports & Outdoors']",5
Kayla Gomez,qpatterson@example.net,49,Male,Mccormickmouth,Chair,24-01-2024,Furniture,4,35.8,19-06-2023,14,DHP,High,"['Health & Wellness', 'Beauty', 'Health & Wellness']",2
Kim Allen,ijohnson@example.org,49,Other,South Johnathan,First Aid,19-06-2024,Health & Wellness,2,131.94,09-09-2023,3,Neosporin,Medium,"['Home Improvement', 'Appliances']",3
Amanda Brown,cassandrastone@example.net,31,Male,New Jonathantown,Vitamins,29-03-2024,Health & Wellness,1,360.78,23-03-2024,5,Nature Made,Low,"['Toys', 'Furniture', 'Clothing', 'Home Improvement']",4
Jenna Young,jonathanblack@example.org,68,Male,Murphyside,Dryer,02-07-2024,Appliances,3,280.55,14-09-2023,4,Samsung,High,"['Appliances', 'Groceries']",1
Gail Silva,joseph89@example.net,49,Other,West Danielle,TV,12-02-2024,Electronics,4,28.02,04-04-2023,12,Vizio,High,"['Toys', 'Sports & Outdoors']",2
Thomas Miller,gonzalespamela@example.org,49,Other,Zavalashire,Chair,17-07-2024,Furniture,4,471.92,01-02-2024,15,Serta,Medium,"['Clothing', 'Sports & Outdoors']",1
Stacy Shaw,morenonicole@example.org,66,Male,West Davidshire,Pain Relief,13-06-2024,Health & Wellness,1,206.5,27-12-2023,4,Advil,Medium,"['Beauty', 'Clothing', 'Clothing', 'Groceries', 'Beauty']",4
Brooke Willis,ygardner@example.net,51,Female,New Phillipfort,Car,27-05-2024,Toys,2,356.74,31-08-2023,20,Matchbox,Medium,"['Home Improvement', 'Groceries', 'Health & Wellness']",3
Janet Austin,adamsdenise@example.com,53,Female,Burtonborough,Refrigerator,09-05-2024,Appliances,2,35.78,09-09-2023,2,Samsung,High,"['Groceries', 'Toys', 'Toys', 'Beauty', 'Health & Wellness']",2
Tammy Sanchez,dyervernon@example.net,68,Female,Jimmymouth,Puzzle,07-07-2024,Toys,1,75.56,26-10-2023,10,Melissa & Doug,Medium,"['Electronics', 'Electronics', 'Appliances', 'Sports & Outdoors', 'Beauty']",3
Michael Thompson,jshaw@example.net,52,Male,South Jacobborough,Pain Relief,06-04-2024,Health & Wellness,3,440.43,14-05-2023,4,Aleve,Low,"['Beauty', 'Electronics', 'Electronics']",4
Rachel Mccoy,jacob19@example.net,67,Male,West Christopher,Bed,04-01-2024,Furniture,2,341,21-03-2023,13,Serta,Medium,['Sports & Outdoors'],5
Gloria Carlson,billy76@example.org,49,Male,Lake Benjamin,Lego,10-05-2024,Toys,4,51.59,31-03-2024,7,Lego,Medium,"['Clothing', 'Beauty']",1
Nathaniel Sawyer,hweaver@example.org,32,Female,Aaronberg,Bed,14-04-2024,Furniture,3,357.04,08-06-2023,13,Better Homes & Gardens,High,"['Sports & Outdoors', 'Groceries']",4
Carl Padilla,smithdonna@example.com,34,Other,Dennisland,Butter,12-03-2024,Groceries,5,211.99,08-07-2023,16,Great Value,High,"['Electronics', 'Sports & Outdoors']",2
Tina Daugherty,smithcynthia@example.org,44,Male,Loganfort,Bread,11-01-2024,Groceries,1,353.52,30-06-2023,4,Wonder,High,"['Appliances', 'Clothing', 'Sports & Outdoors', 'Toys']",2
Kevin Fox,matthewflores@example.org,39,Male,Lake Pamelaborough,Refrigerator,31-01-2024,Appliances,3,297.6,08-09-2023,15,GE,Medium,['Furniture'],2
Thomas Wiley,rdaugherty@example.com,49,Male,Lake Timothyside,Supplements,16-04-2024,Health & Wellness,2,436.96,04-10-2023,16,Garden of Life,High,"['Beauty', 'Toys', 'Home Improvement', 'Clothing', 'Sports & Outdoors']",3
Justin Mcdaniel,triciasnyder@example.com,62,Male,Anneberg,Car,04-05-2024,Toys,1,322.39,23-10-2023,18,Disney,High,"['Furniture', 'Beauty', 'Clothing', 'Appliances', 'Home Improvement']",3
George Murphy,jacobharvey@example.org,26,Other,Billyberg,Shoes,09-07-2024,Clothing,4,270.37,16-11-2023,20,Nike,High,"['Furniture', 'Sports & Outdoors', 'Home Improvement']",3
Shannon Roberts,smithsharon@example.com,58,Male,Campbellville,Bread,10-01-2024,Groceries,1,138.88,24-04-2023,10,Nature's Own,Low,"['Furniture', 'Groceries']",5
Jennifer Smith,mollyanderson@example.org,57,Other,Shannonland,Pain Relief,21-03-2024,Health & Wellness,4,229.82,27-10-2023,15,Bayer,Medium,['Groceries'],1
Shelly Castillo,zachary31@example.org,51,Other,Davidview,Makeup,11-03-2024,Beauty,4,471.6,29-04-2023,16,L'Oreal,Medium,"['Appliances', 'Clothing', 'Beauty']",4
Jerry Lopez,marciawiley@example.com,35,Male,Gregorymouth,Laptop,06-08-2024,Electronics,3,134.86,14-12-2023,12,Apple,Medium,"['Furniture', 'Home Improvement', 'Appliances']",1
Cynthia Baird,gjones@example.org,49,Other,Jenniferfurt,Table,03-05-2024,Furniture,4,149.68,16-06-2023,2,Sauder,Low,"['Beauty', 'Furniture', 'Groceries', 'Appliances', 'Beauty']",2
Charles Johnson,kimberly94@example.com,30,Female,Michaelmouth,Bike,20-04-2024,Sports & Outdoors,4,470.01,02-08-2023,9,Mongoose,Medium,"['Clothing', 'Toys']",1
Karen Smith,danielruiz@example.org,25,Other,Evanstown,Bike,20-02-2024,Sports & Outdoors,4,142.2,24-07-2023,1,Trek,Medium,"['Sports & Outdoors', 'Toys', 'Electronics', 'Furniture']",3
Brian Clark,joseph73@example.com,49,Other,Dixonberg,Makeup,07-02-2024,Beauty,3,123.27,27-04-2023,15,Revlon,Medium,"['Toys', 'Sports & Outdoors', 'Beauty', 'Furniture', 'Home Improvement']",3
Amber Jackson,fisherashley@example.com,49,Male,North Marcusstad,Jacket,22-07-2024,Clothing,5,94.77,06-05-2024,3,Patagonia,Medium,"['Electronics', 'Sports & Outdoors', 'Home Improvement']",1
Logan Pierce,qshepard@example.com,49,Male,Williambury,Lego,13-05-2024,Toys,4,57.11,08-03-2024,10,Lego,High,['Sports & Outdoors'],4
Jeremy Perry,fellison@example.org,32,Male,Susanchester,Paint,30-05-2024,Home Improvement,4,456.86,20-05-2024,11,Rust-Oleum,Low,"['Appliances', 'Electronics', 'Electronics', 'Sports & Outdoors', 'Electronics']",1
Megan Shepherd,jennifer45@example.org,56,Male,Tammychester,Hair Care,02-05-2024,Beauty,2,318.39,09-06-2023,6,Pantene,Low,"['Electronics', 'Home Improvement', 'Clothing', 'Toys', 'Sports & Outdoors']",4
Jennifer Allen,heatherkelley@example.net,25,Male,Jonesmouth,Chair,11-07-2024,Furniture,5,116.58,28-10-2023,3,DHP,Medium,"['Furniture', 'Toys', 'Home Improvement']",3
Jennifer Guerrero,richardspeggy@example.net,51,Male,Port Ericaberg,Makeup,17-05-2024,Beauty,4,140.54,01-04-2024,10,Revlon,High,"['Electronics', 'Sports & Outdoors', 'Clothing', 'Health & Wellness', 'Health & Wellness']",2
Joshua Day,clarkebobby@example.org,36,Other,New Juan,Refrigerator,29-01-2024,Appliances,5,466.41,02-03-2023,14,Whirlpool,High,['Furniture'],1
Heather Duran,reyesmartin@example.com,46,Other,Patrickport,Drill,30-05-2024,Home Improvement,3,301.92,11-01-2024,8,Black+Decker,High,"['Beauty', 'Sports & Outdoors', 'Beauty', 'Home Improvement']",3
Lisa Hardy,ericksontimothy@example.net,60,Male,Douglasborough,Makeup,18-06-2024,Beauty,1,21.53,03-11-2023,8,CoverGirl,Medium,"['Home Improvement', 'Sports & Outdoors']",1
Jessica Ryan,daviskenneth@example.com,26,Female,West Joy,Lawn Mower,16-04-2024,Home Improvement,3,418.83,24-11-2023,11,Honda,Medium,"['Sports & Outdoors', 'Groceries', 'Clothing']",5
Justin Hall,madeline93@example.net,59,Male,Christophermouth,Kayak,28-02-2024,Sports & Outdoors,2,105.83,15-12-2023,6,Old Town,Medium,['Beauty'],3
Mrs. Stephanie Patterson,mcphersoncody@example.net,34,Female,West Maurice,Hair Care,19-02-2024,Beauty,1,420.63,02-01-2024,5,Tresemme,Medium,['Sports & Outdoors'],5
Nichole Walker,zlowery@example.org,55,Female,North Brianbury,Supplements,05-06-2024,Health & Wellness,5,290.36,19-06-2023,20,Garden of Life,Medium,['Toys'],1
Kristin Anderson,greenekevin@example.net,27,Other,Mcmahonburgh,Doll,18-04-2024,Toys,4,249.86,01-01-2024,1,Barbie,High,"['Clothing', 'Toys', 'Groceries']",3
Travis Gomez,lanedavid@example.org,48,Male,Reedshire,Tent,20-01-2024,Sports & Outdoors,4,137.24,25-01-2023,8,Coleman,Medium,"['Groceries', 'Health & Wellness', 'Home Improvement', 'Toys', 'Appliances']",5
Jonathan Kelly,sperez@example.net,66,Female,Michelefort,Sofa,01-02-2024,Furniture,2,179.09,17-07-2023,1,Mainstays,Medium,"['Groceries', 'Clothing', 'Furniture', 'Sports & Outdoors', 'Groceries']",2
Victor Anderson,matthew45@example.net,36,Other,Lake Brooke,Laptop,05-04-2024,Electronics,2,263.95,03-06-2023,10,Lenovo,High,"['Toys', 'Beauty', 'Furniture']",4
Juan Buck,iwarren@example.com,49,Male,Smithborough,Lego,02-04-2024,Toys,1,8.6,11-01-2024,19,Lego,Medium,"['Furniture', 'Sports & Outdoors', 'Clothing']",4
Janice Moon,michelle10@example.net,49,Other,West Richardfurt,Tool Set,30-07-2024,Home Improvement,3,260.98,02-03-2024,9,Stanley,High,['Home Improvement'],1
Caitlin Tucker,mcknightnoah@example.org,66,Other,Lake William,Pain Relief,10-02-2024,Health & Wellness,2,482.42,13-06-2023,7,Bayer,Low,"['Groceries', 'Toys', 'Groceries']",4
Kelly Keith,vickivargas@example.com,65,Other,North Sydney,Headphones,18-05-2024,Electronics,3,166.1,11-11-2023,8,Beats,High,"['Clothing', 'Electronics', 'Appliances', 'Furniture', 'Beauty']",5
Jennifer Andrews,cynthia17@example.com,21,Male,West Nicole,Microwave,01-06-2024,Appliances,2,107.31,23-10-2023,2,Samsung,High,"['Furniture', 'Sports & Outdoors', 'Clothing', 'Furniture']",1
Amy Chapman,hli@example.org,52,Male,East Amanda,First Aid,28-01-2024,Health & Wellness,5,497.84,25-12-2023,9,Curad,Medium,"['Furniture', 'Furniture', 'Toys', 'Health & Wellness', 'Health & Wellness']",4
Loretta Thompson,jennifer58@example.org,37,Female,Ronaldshire,Bike,12-06-2024,Sports & Outdoors,2,475.48,01-04-2024,9,Mongoose,High,['Groceries'],2
Joseph Morgan,longcindy@example.net,46,Female,Williamstad,Tool Set,23-07-2024,Home Improvement,1,374.78,08-07-2024,4,Husky,High,"['Electronics', 'Sports & Outdoors', 'Appliances']",5
Dwayne Lopez,lflynn@example.com,40,Female,Jessicaberg,Dryer,22-07-2024,Appliances,2,75.59,05-03-2024,1,Samsung,Medium,"['Home Improvement', 'Beauty', 'Health & Wellness', 'Electronics', 'Sports & Outdoors']",5
Michelle Anderson,kimberly06@example.com,46,Female,West Frank,Smartphone,24-03-2024,Electronics,4,199.58,17-01-2024,20,OnePlus,High,"['Furniture', 'Toys', 'Furniture', 'Toys']",3
Tammy Johnson,jbishop@example.com,67,Male,Timothychester,Headphones,16-03-2024,Electronics,3,279.16,14-06-2023,15,JBL,Low,"['Health & Wellness', 'Furniture', 'Appliances', 'Home Improvement']",2
Tina Webb,tonyacampbell@example.com,49,Male,Curryberg,Lawn Mower,22-04-2024,Home Improvement,3,483.43,21-10-2023,14,Husqvarna,High,"['Clothing', 'Beauty', 'Clothing']",1
Anthony Gonzalez,rodriguezstacey@example.net,49,Female,Mitchellton,Dryer,06-07-2024,Appliances,1,271.2,31-12-2023,15,GE,Medium,"['Beauty', 'Beauty', 'Electronics']",3
Steven Diaz,anthonydyer@example.net,22,Female,West Markborough,Shirt,26-04-2024,Clothing,5,100.42,07-08-2023,1,Levi's,Medium,"['Home Improvement', 'Electronics', 'Groceries', 'Furniture', 'Health & Wellness']",2
Robert Hansen,brandon65@example.com,49,Female,North Mary,Doll,18-07-2024,Toys,4,245.59,14-03-2024,8,Barbie,High,['Appliances'],4
Briana Jordan,john78@example.net,62,Female,Russellberg,Lawn Mower,15-06-2024,Home Improvement,4,276.15,24-09-2023,6,John Deere,Medium,"['Toys', 'Toys', 'Home Improvement']",3
Amy Bell,greenjohn@example.org,55,Male,Huntton,Washer,11-07-2024,Appliances,1,436.49,28-04-2024,20,Samsung,Medium,"['Furniture', 'Toys']",4
Jacqueline Martin,briannabarnes@example.com,49,Other,North Meghan,Supplements,19-04-2024,Health & Wellness,3,132.93,21-12-2023,10,Garden of Life,Medium,['Furniture'],3
Madison Sanders,stevejohnson@example.net,22,Female,Saramouth,Lego,29-04-2024,Toys,3,265.02,30-06-2023,3,Lego,High,"['Toys', 'Electronics', 'Groceries', 'Appliances']",4
Janet Bradley,villarrealkatherine@example.com,48,Male,East Alanhaven,Car,06-08-2024,Toys,1,287.57,03-05-2024,11,Matchbox,High,"['Toys', 'Furniture', 'Groceries', 'Furniture']",5
Melanie Walton,edward36@example.org,39,Male,North Jeffreytown,Milk,08-04-2024,Groceries,2,180.73,06-09-2023,10,Horizon,Medium,['Toys'],3
Nichole Mcclure,justinbell@example.com,38,Other,West Craig,TV,28-07-2024,Electronics,1,334.12,10-05-2024,13,LG,High,"['Groceries', 'Groceries', 'Beauty']",4
Laura Garcia,zsanford@example.com,59,Female,Jenniferville,Bread,14-01-2024,Groceries,4,49.31,01-11-2023,8,Nature's Own,Low,['Toys'],1
Linda Cooper,lesteramy@example.org,49,Other,Port Joseside,Sofa,06-03-2024,Furniture,4,109.63,09-06-2023,4,Mainstays,High,"['Groceries', 'Sports & Outdoors', 'Clothing']",2
William Mckenzie,matthewford@example.com,41,Female,Wisemouth,Skincare,04-02-2024,Beauty,5,50.16,05-11-2023,8,CeraVe,Medium,['Toys'],2
Glenda Martin,aperry@example.org,49,Other,Sanchezstad,Vitamins,19-06-2024,Health & Wellness,1,457.63,23-01-2024,12,Nature Made,Medium,"['Toys', 'Health & Wellness', 'Home Improvement']",3
Leonard Weiss,crystal52@example.org,37,Other,Harringtonberg,Washer,27-06-2024,Appliances,3,144.64,01-06-2024,14,GE,High,"['Health & Wellness', 'Sports & Outdoors', 'Health & Wellness', 'Groceries', 'Clothing']",4
Joel Anderson,stanleyjessica@example.net,40,Other,Terrihaven,Jeans,01-02-2024,Clothing,5,362.01,14-06-2023,19,Lee,Low,"['Toys', 'Clothing', 'Groceries', 'Furniture', 'Health & Wellness']",5
Chelsea Crawford DVM,hannah79@example.net,49,Female,Lake Kristy,Paint,23-05-2024,Home Improvement,1,371.32,24-03-2024,20,Valspar,Low,"['Groceries', 'Electronics']",4
John Smith,courtneycampbell@example.com,54,Female,Haileyhaven,Paint,25-01-2024,Home Improvement,3,231.71,03-03-2023,12,Sherwin-Williams,Medium,"['Health & Wellness', 'Home Improvement', 'Toys', 'Clothing']",5
Ann Meyers DDS,greenshelley@example.org,65,Female,South Patrickberg,Bread,05-02-2024,Groceries,5,459.13,24-09-2023,4,Wonder,High,['Electronics'],1
Erin Estrada,jimmyhill@example.org,28,Male,West Marcusmouth,Bread,12-07-2024,Groceries,3,465.94,19-08-2023,11,Wonder,Low,"['Health & Wellness', 'Groceries', 'Electronics']",2
Lauren Gross,boyerbrandon@example.org,30,Male,Tamistad,Bread,22-07-2024,Groceries,1,367.63,21-01-2024,9,Sara Lee,Low,"['Groceries', 'Health & Wellness', 'Electronics', 'Health & Wellness', 'Beauty']",5
Tina Mullins,mrodriguez@example.net,56,Male,New Amystad,Skincare,12-02-2024,Beauty,5,309.26,30-06-2023,11,Olay,Medium,['Health & Wellness'],5
Tammie Davis,poncejulie@example.org,49,Other,New Jamieport,Drill,22-01-2024,Home Improvement,1,439.3,06-09-2023,15,DeWalt,Medium,"['Health & Wellness', 'Beauty', 'Clothing', 'Home Improvement', 'Health & Wellness']",3
Terri Davidson,kdavis@example.com,62,Male,East Amy,Bed,16-02-2024,Furniture,5,16.74,02-09-2023,4,DHP,Low,"['Electronics', 'Home Improvement']",1
Michael Miller,karl29@example.net,24,Female,New Jason,Hair Care,02-04-2024,Beauty,4,429.92,10-08-2023,10,Garnier,High,"['Clothing', 'Home Improvement']",2
Sherry Lopez,jasonparks@example.com,42,Other,Lake Travisborough,Tool Set,07-05-2024,Home Improvement,3,32.61,09-07-2023,17,Husky,Low,"['Home Improvement', 'Sports & Outdoors', 'Health & Wellness', 'Electronics']",4
Kathy Scott,michael75@example.net,35,Male,Port Felicia,Smartphone,08-03-2024,Electronics,5,230.99,19-01-2024,12,Samsung,Low,"['Health & Wellness', 'Home Improvement', 'Sports & Outdoors', 'Home Improvement']",5
Kathryn Moore,andrewmartin@example.org,24,Male,Michaelchester,TV,09-04-2024,Electronics,2,478.27,15-02-2024,16,Vizio,High,['Groceries'],2
Mark Hernandez,april08@example.com,50,Female,Lake Angela,Smartphone,06-03-2024,Electronics,5,289.8,25-12-2023,2,Apple,Low,"['Beauty', 'Clothing']",4
Kaitlyn Hill,patrick47@example.net,64,Male,West Brian,Lego,25-07-2024,Toys,3,431.74,13-09-2023,19,Lego,Medium,['Furniture'],4
Timothy Chambers,nathansmith@example.com,46,Male,Aguirreshire,Supplements,16-05-2024,Health & Wellness,2,444,31-10-2023,6,Optimum Nutrition,Low,"['Electronics', 'Groceries', 'Clothing', 'Sports & Outdoors', 'Beauty']",3
Keith Garcia,ccole@example.net,58,Other,Port Nicholasfurt,Paint,08-03-2024,Home Improvement,5,45.42,31-01-2024,11,Rust-Oleum,High,"['Sports & Outdoors', 'Clothing', 'Health & Wellness', 'Electronics', 'Toys']",5
Andrew Lang,aedwards@example.net,46,Female,Jacobborough,Washer,26-04-2024,Appliances,2,342,15-01-2024,1,LG,High,"['Sports & Outdoors', 'Electronics', 'Home Improvement']",1
Brian Garcia,ryanwall@example.org,49,Female,East Jameshaven,Dryer,04-07-2024,Appliances,4,81.68,20-09-2023,1,Whirlpool,High,"['Toys', 'Furniture', 'Beauty']",1
Amy Blackwell,tina31@example.net,22,Female,Kentport,Smartphone,16-07-2024,Electronics,3,391.94,25-06-2024,1,OnePlus,High,['Groceries'],4
Lisa Mercado,elizabethmiddleton@example.com,23,Other,Lake Lindsey,Bread,02-03-2024,Groceries,4,111.71,17-07-2023,18,Wonder,High,"['Groceries', 'Health & Wellness', 'Beauty', 'Groceries', 'Groceries']",4
Frederick Galloway,samuelwhite@example.net,63,Female,North Martha,Headphones,11-04-2024,Electronics,3,253.61,18-04-2023,10,JBL,Medium,"['Home Improvement', 'Toys', 'Sports & Outdoors']",4
William Griffin,gibsonchristian@example.net,33,Female,Scottfort,Sofa,25-06-2024,Furniture,4,489.21,14-01-2024,17,Mainstays,High,"['Sports & Outdoors', 'Electronics', 'Toys', 'Toys']",2
Jason Gamble,osanchez@example.com,34,Male,West Kristyton,Jacket,30-06-2024,Clothing,3,177.5,07-06-2024,7,North Face,High,['Furniture'],3
Mark Briggs,racheljackson@example.net,47,Male,Port Rachel,Doll,31-03-2024,Toys,5,466.41,22-12-2023,2,Disney,High,"['Beauty', 'Clothing']",5
Kayla Schmidt,edwardswilliam@example.org,56,Male,Michaelchester,Refrigerator,04-07-2024,Appliances,2,491.07,30-05-2024,7,GE,High,"['Clothing', 'Electronics', 'Beauty']",4
Mark Alvarez,mhoward@example.com,43,Other,Benjaminhaven,First Aid,24-05-2024,Health & Wellness,5,18.42,15-12-2023,11,Neosporin,High,['Sports & Outdoors'],5
Kevin Hill,jonesjason@example.com,26,Other,West Evan,Headphones,04-03-2024,Electronics,1,125.35,12-05-2023,2,Beats,Low,"['Electronics', 'Appliances', 'Groceries']",4
Samuel Chung,tyler06@example.org,22,Other,Edwardshire,Dryer,16-07-2024,Appliances,3,43.66,11-06-2024,11,GE,High,"['Clothing', 'Electronics', 'Appliances', 'Electronics']",5
Alec Martin,danielbarr@example.org,58,Female,East Kristopherberg,First Aid,20-01-2024,Health & Wellness,3,267.32,25-06-2023,13,Neosporin,High,"['Clothing', 'Health & Wellness', 'Beauty']",1
John Collins,terri70@example.net,26,Female,Port Davidhaven,Shirt,24-04-2024,Clothing,2,161.73,22-10-2023,7,Fruit of the Loom,Medium,"['Clothing', 'Health & Wellness', 'Electronics']",3
Christopher Watts,laura25@example.net,54,Male,Hillville,Fragrances,22-03-2024,Beauty,4,282.53,28-10-2023,14,Calvin Klein,Medium,"['Health & Wellness', 'Toys', 'Electronics', 'Toys']",5
Madeline Curtis,thompsonjason@example.com,30,Male,Lake Chelseastad,Eggs,23-07-2024,Groceries,1,31.1,19-09-2023,17,Vital Farms,High,"['Groceries', 'Health & Wellness', 'Clothing']",3
Donna Collins,briannabrown@example.org,18,Male,East Erika,Vitamins,04-01-2024,Health & Wellness,1,412.4,23-08-2023,2,Nature Made,High,"['Sports & Outdoors', 'Sports & Outdoors', 'Furniture']",4
